cycle,range_bin,doppler_bin,output_hex
1184975000,27,26,006e016e
1184985000,27,27,ff6bfe10
1184995000,27,28,006101aa
1185005000,27,29,ff73febb
1185015000,27,30,02be0234
1185025000,27,31,fc24fc88
1190105000,28,0,01b6ff79
1190115000,28,1,fe830024
1190125000,28,2,0150007c
1190135000,28,3,0072fffc
1190145000,28,4,fd410043
1190155000,28,5,04aaffe0
1190165000,28,6,fd2800f0
1190175000,28,7,ffbdfea2
1190185000,28,8,002b0047
1190195000,28,9,00020079
1190205000,28,10,ffc6fd8d
1190215000,28,11,01b205e7
1190225000,28,12,fe95fa62
1190235000,28,13,0113014a
1190245000,28,14,ff150109
1190255000,28,15,0053ff60
1190265000,28,16,00b6fffb
1190275000,28,17,ffe5ffe2
1190285000,28,18,fdc8000c
1190295000,28,19,01de0056
1190305000,28,20,ff63feaf
1190315000,28,21,000001d8
1190325000,28,22,0044ffbe
1190335000,28,23,ff05ff2e
1190345000,28,24,02e900c5
1190355000,28,25,fd96ff55
1190365000,28,26,00c6ff93
1190375000,28,27,ff2e00e7
1190385000,28,28,013fff2c
1190395000,28,29,fec30122
1190405000,28,30,01a3ffb1
1190415000,28,31,fd7bffa8
1195495000,29,0,00b1fdd1
1195505000,29,1,00170243
1195515000,29,2,fef8fe80
1195525000,29,3,01060167
1195535000,29,4,fead00d6
1195545000,29,5,02d5fe61
1195555000,29,6,fe3b00db
1195565000,29,7,ff5cff0f
1195575000,29,8,01a20164
1195585000,29,9,fdfdfe0d
1195595000,29,10,01bd00a8
1195605000,29,11,fe8e01f9
1195615000,29,12,00d6fe0d
1195625000,29,13,002eff39
1195635000,29,14,00580227
1195645000,29,15,ffe6fdbd
1195655000,29,16,ff9b023d
1195665000,29,17,0101fee3
1195675000,29,18,fd2a00cc
1195685000,29,19,0240ff03
1195695000,29,20,ff05ff3c
1195705000,29,21,0037014f
1195715000,29,22,0045fff7
1195725000,29,23,ffb20003
1195735000,29,24,024aff86
1195745000,29,25,fdbb009d
1195755000,29,26,ffb5ffa0
1195765000,29,27,00d80115
1195775000,29,28,0050fd69
1195785000,29,29,ff060257
1195795000,29,30,0154ff03
1195805000,29,31,fe800099
1200885000,30,0,ff05ff60
1200895000,30,1,008bff94
1200905000,30,2,00420131
1200915000,30,3,ff3fff55
1200925000,30,4,ffde0190
1200935000,30,5,0270fdfb
1200945000,30,6,fe7301a1
1200955000,30,7,ff28fe30
1200965000,30,8,01840113
1200975000,30,9,ffe800c4
1200985000,30,10,ff4cfd82
1200995000,30,11,ff6c0242
1201005000,30,12,ffedfefd
1201015000,30,13,01f2ff24
1201025000,30,14,fe3b011b
1201035000,30,15,016bff98
1201045000,30,16,0047ffee
1201055000,30,17,fe9b008e
1201065000,30,18,0084ff67
1201075000,30,19,fde700cb
1201085000,30,20,01cafe82
1201095000,30,21,fe2600a5
1201105000,30,22,03ab00e9
1201115000,30,23,fde2fedc
1201125000,30,24,ffe400db
1201135000,30,25,ffbaffe2
1201145000,30,26,0096ff62
1201155000,30,27,00b2014e
1201165000,30,28,fec7009d
1201175000,30,29,0158fdf4
1201185000,30,30,fe4f0007
1201195000,30,31,013f011c
1206275000,31,0,ff45fe2d
1206285000,31,1,02810156
1206295000,31,2,fce00074
1206305000,31,3,01b4ff4e
1206315000,31,4,0034007f
1206325000,31,5,ff83ffd4
1206335000,31,6,0001001b
1206345000,31,7,00e70066
1206355000,31,8,fee7fe47
1206365000,31,9,017401c0
1206375000,31,10,fdb8ff9c
1206385000,31,11,010a0076
1206395000,31,12,0074fee1
1206405000,31,13,00ca000b
1206415000,31,14,fe9affea
1206425000,31,15,007600e0
1206435000,31,16,00ebfe5f
1206445000,31,17,fe7f012a
1206455000,31,18,00a401de
1206465000,31,19,0034fcc8
1206475000,31,20,ff0601f3
1206485000,31,21,00abfedc
1206495000,31,22,002700a3
1206505000,31,23,ff63ff2c
1206515000,31,24,00010029
1206525000,31,25,ffa80108
1206535000,31,26,0310ffbe
1206545000,31,27,fd560030
1206555000,31,28,010a0021
1206565000,31,29,fe2cfec5
1206575000,31,30,0182000c
1206585000,31,31,ff58013a
1211665000,32,0,ff9e00c2
1211675000,32,1,006afeb2
1211685000,32,2,019100ea
1211695000,32,3,fe74007a
1211705000,32,4,ff29fe8c
1211715000,32,5,01b10286
1211725000,32,6,fe38fe61
1211735000,32,7,01b50045
1211745000,32,8,fe21feeb
1211755000,32,9,021601d0
1211765000,32,10,febafd49
1211775000,32,11,ffa30453
1211785000,32,12,00c0fdf9
1211795000,32,13,ff49fdff
1211805000,32,14,011102ff
1211815000,32,15,ff7efd79
1211825000,32,16,0074023a
1211835000,32,17,fe74ff9c
1211845000,32,18,0245ff14
1211855000,32,19,fea60158
1211865000,32,20,ffcfff72
1211875000,32,21,0045ff10
1211885000,32,22,006effcd
1211895000,32,23,fdf300bf
1211905000,32,24,04b5026d
1211915000,32,25,fcbcfdc6
1211925000,32,26,0180ff39
1211935000,32,27,fe9b00d7
1211945000,32,28,01480005
1211955000,32,29,ff01fe3f
1211965000,32,30,00e10253
1211975000,32,31,ff02fe7f
1217055000,33,0,00570153
1217065000,33,1,00590093
1217075000,33,2,ffc5fef0
1217085000,33,3,00860142
1217095000,33,4,fea4001f
1217105000,33,5,0232ff11
1217115000,33,6,fe02ff08
1217125000,33,7,015e0269
1217135000,33,8,fe92fe98
1217145000,33,9,011b0054
1217155000,33,10,ffbbfe2b
1217165000,33,11,ffab0358
1217175000,33,12,fff8fe1a
1217185000,33,13,ff9dfeb4
1217195000,33,14,0158022e
1217205000,33,15,ffddff34
1217215000,33,16,fecb00a7
1217225000,33,17,00a30031
1217235000,33,18,ff9dff0e
1217245000,33,19,00180020
1217255000,33,20,fed40065
1217265000,33,21,0248ff7d
1217275000,33,22,ffc80118
1217285000,33,23,fec8fde5
1217295000,33,24,0170031a
1217305000,33,25,fdf1fe54
1217315000,33,26,022b0033
1217325000,33,27,ff1300f2
1217335000,33,28,00a4fde6
1217345000,33,29,ffa90122
1217355000,33,30,00de0056
1217365000,33,31,fe59fdd2
1222445000,34,0,01ecfe6e
1222455000,34,1,fef6024c
1222465000,34,2,014cfdd0
1222475000,34,3,feb901cb
1222485000,34,4,ff30fe94
1222495000,34,5,02660259
1222505000,34,6,fec7ff1d
1222515000,34,7,0045ff69
1222525000,34,8,ff790070
1222535000,34,9,ffaeffac
1222545000,34,10,01c8ff72
1222555000,34,11,fdf70041
1222565000,34,12,008b008c
1222575000,34,13,00b8fdbe
1222585000,34,14,fe9c039a
1222595000,34,15,022dfe4e
1222605000,34,16,fd86000e
1222615000,34,17,01a60066
1222625000,34,18,feea002c
1222635000,34,19,00a5ffef
1222645000,34,20,ffd6fe8c
1222655000,34,21,ffc60121
1222665000,34,22,fff50105
1222675000,34,23,000bfdc1
1222685000,34,24,017d02f8
1222695000,34,25,ff42fec2
1222705000,34,26,ff2eff3e
1222715000,34,27,00c3ffd5
1222725000,34,28,00270090
1222735000,34,29,ff180070
1222745000,34,30,02bc0058
1222755000,34,31,fc83ff10
1227835000,35,0,ff1e01a5
1227845000,35,1,0101ff49
1227855000,35,2,ffad0079
1227865000,35,3,005d009c
1227875000,35,4,febafeab
1227885000,35,5,027b01c0
1227895000,35,6,fe58ff54
1227905000,35,7,00b8ff5f
1227915000,35,8,fdda010f
1227925000,35,9,029dff4e
1227935000,35,10,fddcffb9
1227945000,35,11,02520107
1227955000,35,12,fe4afea3
1227965000,35,13,00c5febc
1227975000,35,14,004002d3
1227985000,35,15,feeeff09
1227995000,35,16,0182ffdb
1228005000,35,17,fd510087
1228015000,35,18,017f00cd
1228025000,35,19,fffdfeb4
1228035000,35,20,0058fee7
1228045000,35,21,000f019e
1228055000,35,22,ffd60042
1228065000,35,23,feccff43
1228075000,35,24,029effe1
1228085000,35,25,fdb9024a
1228095000,35,26,00dcfc39
1228105000,35,27,fff402d9
1228115000,35,28,00dcff13
1228125000,35,29,ff61ffe6
1228135000,35,30,006e0187
1228145000,35,31,ff86fcdd
1233225000,36,0,ffe201ed
1233235000,36,1,0142ff06
1233245000,36,2,ff6dff32
1233255000,36,3,001c02a3
1233265000,36,4,fea7fea6
1233275000,36,5,04030009
1233285000,36,6,fd0b0018
1233295000,36,7,005d000c
1233305000,36,8,ffa5ff6e
1233315000,36,9,00070037
1233325000,36,10,0097ffff
1233335000,36,11,ff3600bb
1233345000,36,12,00bbfebb
1233355000,36,13,ff7e0046
1233365000,36,14,00a2003a
1233375000,36,15,ffc5001a
1233385000,36,16,ffb000c3
1233395000,36,17,0102ff96
1233405000,36,18,fdf5ffbc
1233415000,36,19,00e80083
1233425000,36,20,00b5fed6
1233435000,36,21,ff5bff9b
1233445000,36,22,004f0246
1233455000,36,23,fdcbfdaa
1233465000,36,24,052902de
1233475000,36,25,fbcdfea5
1233485000,36,26,00ebffef
1233495000,36,27,00eaff7f
1233505000,36,28,ff39ffed
1233515000,36,29,017c00ee
1233525000,36,30,ff90ffbc
1233535000,36,31,fe5ffe30
1238615000,37,0,01f60177
1238625000,37,1,fea9000b
1238635000,37,2,0231ff16
1238645000,37,3,fdd700d0
1238655000,37,4,000c0120
1238665000,37,5,0245fefa
1238675000,37,6,fcaefeea
1238685000,37,7,02b501e7
1238695000,37,8,fdd2fe49
1238705000,37,9,00f300da
1238715000,37,10,fff0fe92
1238725000,37,11,0099033c
1238735000,37,12,ffdcfe2c
1238745000,37,13,ff87fe2c
1238755000,37,14,011002df
1238765000,37,15,ff92fe73
1238775000,37,16,fef8ffa7
1238785000,37,17,004300ad
1238795000,37,18,ff65001a
1238805000,37,19,010f0090
1238815000,37,20,ffacff1c
1238825000,37,21,0059ffc0
1238835000,37,22,ff4c00f2
1238845000,37,23,ffb9ffa1
1238855000,37,24,01d800d5
1238865000,37,25,fe65ff1e
1238875000,37,26,0112ffde
1238885000,37,27,003d00b0
1238895000,37,28,ff44ff84
1238905000,37,29,004fff02
1238915000,37,30,ff3e02cd
1238925000,37,31,ff3cfcd1
1244005000,38,0,ff3f0257
1244015000,38,1,018dfd81
1244025000,38,2,fe81017f
1244035000,38,3,00cf0097
1244045000,38,4,ff43fe35
1244055000,38,5,005301b8
1244065000,38,6,009c00e5
1244075000,38,7,fef0fd90
1244085000,38,8,0147020f
1244095000,38,9,0041fec1
1244105000,38,10,feb1ffc2
1244115000,38,11,ffef008a
1244125000,38,12,fffbffac
1244135000,38,13,00820060
1244145000,38,14,ff33fee1
1244155000,38,15,01990209
1244165000,38,16,00b7feb9
1244175000,38,17,fdd500d3
1244185000,38,18,002fff47
1244195000,38,19,fff5010b
1244205000,38,20,016ffe09
1244215000,38,21,fdc9016e
1244225000,38,22,0166ff97
1244235000,38,23,ffa4ffae
1244245000,38,24,017b0081
1244255000,38,25,fe890183
1244265000,38,26,ffdbfd5c
1244275000,38,27,012d01bc
1244285000,38,28,ff0bffb6
1244295000,38,29,01cefe42
1244305000,38,30,fdbf028f
1244315000,38,31,00bbfd61
1249395000,39,0,00e6008f
1249405000,39,1,fdf8ffae
1249415000,39,2,02d5fed5
1249425000,39,3,fd31019b
1249435000,39,4,00d9ff9d
1249445000,39,5,020f0051
1249455000,39,6,fd0f0022
1249465000,39,7,02030098
1249475000,39,8,fec0fe6b
1249485000,39,9,ffcd0199
1249495000,39,10,00e1fd72
1249505000,39,11,01680332
1249515000,39,12,fe22fdbd
1249525000,39,13,003affe6
1249535000,39,14,009d0096
1249545000,39,15,ffbf0091
1249555000,39,16,ffa8ff1f
1249565000,39,17,ffca0074
1249575000,39,18,000bffa3
1249585000,39,19,ff8f00e1
1249595000,39,20,00f3ff2f
1249605000,39,21,ff2ffee9
1249615000,39,22,0039037c
1249625000,39,23,00ddfd56
1249635000,39,24,00320123
1249645000,39,25,fee5fee9
1249655000,39,26,ffdf00b6
1249665000,39,27,0180ff3e
1249675000,39,28,fd7a006b
1249685000,39,29,027c001c
1249695000,39,30,fec3019c
1249705000,39,31,0021fe15
1254785000,40,0,00560128
1254795000,40,1,ffb4feee
1254805000,40,2,01a700dc
1254815000,40,3,ff73ff54
1254825000,40,4,fcee0275
1254835000,40,5,05cefcd1
1254845000,40,6,fc2601bb
1254855000,40,7,0013ff04
1254865000,40,8,00d0ffea
1254875000,40,9,fe900181
1254885000,40,10,0291fd43
1254895000,40,11,fe0d042c
1254905000,40,12,00a7fd18
1254915000,40,13,ff54ff7d
1254925000,40,14,00c600b1
1254935000,40,15,00260026
1254945000,40,16,ff7a0022
1254955000,40,17,ffdcff86
1254965000,40,18,00c30198
1254975000,40,19,feabff26
1254985000,40,20,00caff2b
1254995000,40,21,ff3c0119
1255005000,40,22,00a8febb
1255015000,40,23,fef100a6
1255025000,40,24,02b00188
1255035000,40,25,fe54ff67
1255045000,40,26,0015fe81
1255055000,40,27,01210112
1255065000,40,28,fe61ffd4
1255075000,40,29,017e0015
1255085000,40,30,ff6c0009
1255095000,40,31,ff1afef0
1260175000,41,0,02d200df
1260185000,41,1,fe3bffdf
1260195000,41,2,005bff37
1260205000,41,3,0081ffb1
1260215000,41,4,fea501a2
1260225000,41,5,028f0067
1260235000,41,6,fdfdffe3
1260245000,41,7,0115febd
1260255000,41,8,ffadffad
1260265000,41,9,00290295
1260275000,41,10,fff7fc76
1260285000,41,11,fe29031d
1260295000,41,12,0222fd63
1260305000,41,13,0048011d
1260315000,41,14,fdeb0058
1260325000,41,15,025cfefe
1260335000,41,16,ff1801bb
1260345000,41,17,0117ff67
1260355000,41,18,fd75ff31
1260365000,41,19,016f00c5
1260375000,41,20,ffd1ff42
1260385000,41,21,fef3ff47
1260395000,41,22,023501b7
1260405000,41,23,fdd3ff77
1260415000,41,24,01710075
1260425000,41,25,ff95fff5
1260435000,41,26,0139fece
1260445000,41,27,fe070045
1260455000,41,28,015000fd
1260465000,41,29,ff5eff5d
1260475000,41,30,016300a2
1260485000,41,31,fcf4febe
1265565000,42,0,02a40140
1265575000,42,1,fd98ff0c
1265585000,42,2,0137fff0
1265595000,42,3,00ce003e
1265605000,42,4,fec6002a
1265615000,42,5,017900dc
1265625000,42,6,fec2ff18
1265635000,42,7,00bcfff0
1265645000,42,8,fe1bff8f
1265655000,42,9,024b012c
1265665000,42,10,febafefa
1265675000,42,11,00510141
1265685000,42,12,00eafdbd
1265695000,42,13,fef30151
1265705000,42,14,010e008a
1265715000,42,15,ff2dff86
1265725000,42,16,fff4ff00
1265735000,42,17,01440128
1265745000,42,18,fcad001c
1265755000,42,19,02a6ff44
1265765000,42,20,fe84ffde
1265775000,42,21,00010038
1265785000,42,22,02dc0146
1265795000,42,23,fd84fed0
1265805000,42,24,003500f5
1265815000,42,25,00d9ff0c
1265825000,42,26,ff7a00ce
1265835000,42,27,ff97fdc9
1265845000,42,28,011402c7
1265855000,42,29,febbff0f
1265865000,42,30,01ecffc4
1265875000,42,31,fd2fff7e
1270955000,43,0,015d01cf
1270965000,43,1,001f00a0
1270975000,43,2,ff77fe95
1270985000,43,3,00ea0027
1270995000,43,4,fe1e0116
1271005000,43,5,029300b0
1271015000,43,6,fed7ff18
1271025000,43,7,fe07ff61
1271035000,43,8,031b0155
1271045000,43,9,fe82ff4d
1271055000,43,10,00fdff60
1271065000,43,11,fec20104
1271075000,43,12,0047fd73
1271085000,43,13,0171022d
1271095000,43,14,fd91009e
1271105000,43,15,024cff70
1271115000,43,16,fe7f0009
1271125000,43,17,0135008a
1271135000,43,18,fe47fdff
1271145000,43,19,01f4017d
1271155000,43,20,fdd2fed2
1271165000,43,21,014f00fc
1271175000,43,22,00c7001e
1271185000,43,23,febd0041
1271195000,43,24,0045ffeb
1271205000,43,25,003efeb5
1271215000,43,26,009d00cc
1271225000,43,27,fe3c0090
1271235000,43,28,0265ffa5
1271245000,43,29,fdf10003
1271255000,43,30,022100b4
1271265000,43,31,fd3cfd4e
1276345000,44,0,02e5ff80
1276355000,44,1,fe8b0037
1276365000,44,2,01210020
1276375000,44,3,ff12ffb6
1276385000,44,4,ff240093
1276395000,44,5,0378ff5e
1276405000,44,6,fe64019f
1276415000,44,7,fef3fd28
1276425000,44,8,007102b4
1276435000,44,9,ffefff4c
1276445000,44,10,00b3feae
1276455000,44,11,ffff0382
1276465000,44,12,ff3cfc01
1276475000,44,13,02160121
1276485000,44,14,fd4e0041
1276495000,44,15,01a8ff54
1276505000,44,16,ffbb00aa
1276515000,44,17,0039fff1
1276525000,44,18,fdfbff56
1276535000,44,19,01e000cc
1276545000,44,20,002aff25
1276555000,44,21,ff0800ca
1276565000,44,22,00b401eb
1276575000,44,23,ff1bfc30
1276585000,44,24,009f02a2
1276595000,44,25,ff7dff1c
1276605000,44,26,00fdfe4c
1276615000,44,27,ff070244
1276625000,44,28,00ceff37
1276635000,44,29,ff8a0057
1276645000,44,30,01960035
1276655000,44,31,fc32fffc
1281735000,45,0,0072ff7d
1281745000,45,1,00d00117
1281755000,45,2,ff5dfdce
1281765000,45,3,00db01e1
1281775000,45,4,fdf5ff98
1281785000,45,5,035100b6
1281795000,45,6,fdee0124
1281805000,45,7,003ffcc1
1281815000,45,8,004301ed
1281825000,45,9,01080090
1281835000,45,10,fd97fdb5
1281845000,45,11,013a0225
1281855000,45,12,ff21fdd9
1281865000,45,13,020d0202
1281875000,45,14,fec4feb7
1281885000,45,15,00030124
1281895000,45,16,01aefefd
1281905000,45,17,fea4003f
1281915000,45,18,fecf0112
1281925000,45,19,ffd9fee7
1281935000,45,20,011fffe2
1281945000,45,21,fff9ff40
1281955000,45,22,007c0224
1281965000,45,23,ff07fda1
1281975000,45,24,00c10259
1281985000,45,25,ff24ff82
1281995000,45,26,0185fe17
1282005000,45,27,fe6e024f
1282015000,45,28,016fffed
1282025000,45,29,fef9fe18
1282035000,45,30,01520105
1282045000,45,31,fddb0016
1287125000,46,0,008affde
1287135000,46,1,0047ff1f
1287145000,46,2,005d00db
1287155000,46,3,ff0eff9e
1287165000,46,4,007400e4
1287175000,46,5,008cff58
1287185000,46,6,ffbd017c
1287195000,46,7,fe8cfd73
1287205000,46,8,02210103
1287215000,46,9,002900dc
1287225000,46,10,ff29fdb5
1287235000,46,11,fe7501fb
1287245000,46,12,01fbff87
1287255000,46,13,fed0ffab
1287265000,46,14,011f004a
1287275000,46,15,ff2fff9c
1287285000,46,16,008c0064
1287295000,46,17,0203ffaf
1287305000,46,18,fb49000f
1287315000,46,19,037e00f2
1287325000,46,20,fce0fe2e
1287335000,46,21,0222007a
1287345000,46,22,ff7d0180
1287355000,46,23,009cfe95
1287365000,46,24,ffa500c3
1287375000,46,25,ffb9003a
1287385000,46,26,0195ff81
1287395000,46,27,febf00c5
1287405000,46,28,ffd5ff6f
1287415000,46,29,0066ff4f
1287425000,46,30,fff3002a
1287435000,46,31,ff2900bc
1292515000,47,0,0088ff0a
1292525000,47,1,01420054
1292535000,47,2,ff26ffe5
1292545000,47,3,002f004c
1292555000,47,4,fe89fe6c
1292565000,47,5,019201d7
1292575000,47,6,ff9cfec8
1292585000,47,7,ff9901c3
1292595000,47,8,0033fe8e
1292605000,47,9,0063015e
1292615000,47,10,ff66fdba
1292625000,47,11,ff6001e3
1292635000,47,12,0126fedf
1292645000,47,13,fff7ffb4
1292655000,47,14,ffee009a
1292665000,47,15,00c90180
1292675000,47,16,fe7cfe90
1292685000,47,17,00bcfe96
1292695000,47,18,fdb00263
1292705000,47,19,02a5ffa4
1292715000,47,20,ff77ff76
1292725000,47,21,fed2007f
1292735000,47,22,017cff4c
1292745000,47,23,fff1005b
1292755000,47,24,fff901d4
1292765000,47,25,005ffcf8
1292775000,47,26,ff780262
1292785000,47,27,004cfda1
1292795000,47,28,0072027b
1292805000,47,29,fde5fe4e
1292815000,47,30,027effd6
1292825000,47,31,fe2d0136
1297905000,48,0,fee10019
1297915000,48,1,014a00a3
1297925000,48,2,0021ff4b
1297935000,48,3,ffb600dd
1297945000,48,4,fe0fff03
1297955000,48,5,04dd0130
1297965000,48,6,fc8cffa7
1297975000,48,7,ffdeff85
1297985000,48,8,00da0057
1297995000,48,9,feeb0011
1298005000,48,10,0166fea6
1298015000,48,11,fffb0493
1298025000,48,12,001afb34
1298035000,48,13,ff620060
1298045000,48,14,004d015f
1298055000,48,15,0165feef
1298065000,48,16,fddd0147
1298075000,48,17,0128ffef
1298085000,48,18,ff31fe43
1298095000,48,19,ff8001c9
1298105000,48,20,010fffab
1298115000,48,21,ff73fe84
1298125000,48,22,00b80193
1298135000,48,23,fea2fed7
1298145000,48,24,036401e9
1298155000,48,25,fc53fe31
1298165000,48,26,018800f4
1298175000,48,27,ff77ff4b
1298185000,48,28,005c00ae
1298195000,48,29,ff7eff20
1298205000,48,30,010f006f
1298215000,48,31,ff23ffc9
1303295000,49,0,004f0118
1303305000,49,1,01aa0055
1303315000,49,2,fdf0feba
1303325000,49,3,0202025c
1303335000,49,4,fceaff95
1303345000,49,5,0443fe14
1303355000,49,6,fc5501d1
1303365000,49,7,0238fecd
1303375000,49,8,fee9ffd0
1303385000,49,9,ff580046
1303395000,49,10,0296ffb4
1303405000,49,11,fe02021b
1303415000,49,12,0038fe0b
1303425000,49,13,ffaaff81
1303435000,49,14,0095013c
1303445000,49,15,0015ff37
1303455000,49,16,ff3500c8
1303465000,49,17,0152ff27
1303475000,49,18,fea200d0
1303485000,49,19,ffac00aa
1303495000,49,20,016cfe61
1303505000,49,21,fe9d0050
1303515000,49,22,0121006b
1303525000,49,23,ff12ff07
1303535000,49,24,01eb0294
1303545000,49,25,fe0cff22
1303555000,49,26,0138ff3a
1303565000,49,27,ff1c0023
1303575000,49,28,0042003b
1303585000,49,29,00beffa7
1303595000,49,30,008d0030
1303605000,49,31,fe0dfea1
1308685000,50,0,008d01b1
1308695000,50,1,ffdfff92
1308705000,50,2,0126ff8f
1308715000,50,3,fed1fefc
1308725000,50,4,ffc10180
1308735000,50,5,02140046
1308745000,50,6,fd23fec9
1308755000,50,7,020101ae
1308765000,50,8,ff51fe43
1308775000,50,9,ffa40222
1308785000,50,10,000ffe46
1308795000,50,11,00b80095
1308805000,50,12,ffb7feb3
1308815000,50,13,ff3d0059
1308825000,50,14,01d90164
1308835000,50,15,fed2fed8
1308845000,50,16,ffafff1d
1308855000,50,17,0011023c
1308865000,50,18,ff68ffa5
1308875000,50,19,009100e6
1308885000,50,20,fe8ffd64
1308895000,50,21,035e0174
1308905000,50,22,fe8ffff3
1308915000,50,23,fe5dff04
1308925000,50,24,02f301cf
1308935000,50,25,fdc8fe80
1308945000,50,26,00830212
1308955000,50,27,0066fd11
1308965000,50,28,ffb902b9
1308975000,50,29,0075fde5
1308985000,50,30,00a501c4
1308995000,50,31,fe40fde6
1314075000,51,0,ffc2ff0c
1314085000,51,1,016a00b2
1314095000,51,2,feadffe0
1314105000,51,3,016f01fa
1314115000,51,4,fda2fde4
1314125000,51,5,032c01ad
1314135000,51,6,ff29fedb
1314145000,51,7,ff7dffdb
1314155000,51,8,ff0c00d4
1314165000,51,9,00a3ff2c
1314175000,51,10,ff8a0024
1314185000,51,11,0195000f
1314195000,51,12,fe630009
1314205000,51,13,00d8ff40
1314215000,51,14,00b70008
1314225000,51,15,ff34018d
1314235000,51,16,ff68fe6c
1314245000,51,17,004c02b8
1314255000,51,18,ffd5fd36
1314265000,51,19,ffed007e
1314275000,51,20,008000ec
1314285000,51,21,ff82fe53
1314295000,51,22,011b01c5
1314305000,51,23,fdfbfd35
1314315000,51,24,020e0514
1314325000,51,25,feebfc7e
1314335000,51,26,00c8ffe6
1314345000,51,27,ff2f0205
1314355000,51,28,00ffff6f
1314365000,51,29,ff76fe1c
1314375000,51,30,00f901d0
1314385000,51,31,fe64ff27
1319465000,52,0,009c0059
1319475000,52,1,00b901a2
1319485000,52,2,ff31fdd5
1319495000,52,3,00a301ce
1319505000,52,4,fda4ffde
1319515000,52,5,0464ffd5
1319525000,52,6,fd47ff08
1319535000,52,7,00420202
1319545000,52,8,0033fded
1319555000,52,9,004c017f
1319565000,52,10,ff3afee5
1319575000,52,11,00a9010f
1319585000,52,12,0059fe38
1319595000,52,13,feae009b
1319605000,52,14,01420047
1319615000,52,15,ffc3ff91
1319625000,52,16,ffdc01df
1319635000,52,17,01750024
1319645000,52,18,fc41fd8f
1319655000,52,19,02edff7e
1319665000,52,20,ff3a0218
1319675000,52,21,fec8fe77
1319685000,52,22,025f0146
1319695000,52,23,fcf6ff7e
1319705000,52,24,0395017b
1319715000,52,25,fde6feab
1319725000,52,26,0088009b
1319735000,52,27,0033fe39
1319745000,52,28,ff690132
1319755000,52,29,008e00b1
1319765000,52,30,0044fff7
1319775000,52,31,fe91fe63
1324855000,53,0,ff2d03bc
1324865000,53,1,004ffc83
1324875000,53,2,00100160
1324885000,53,3,007100d9
1324895000,53,4,fee8012e
1324905000,53,5,0178fe55
1324915000,53,6,ff81ffb0
1324925000,53,7,ffa3fffd
1324935000,53,8,ffe90068
1324945000,53,9,0078ffaf
1324955000,53,10,ff0eff8d
1324965000,53,11,00f203ed
1324975000,53,12,004bfa6d
1324985000,53,13,ff59029e
1324995000,53,14,0124ffd7
1325005000,53,15,fe72ff7b
1325015000,53,16,01ab000c
1325025000,53,17,fe7b009f
1325035000,53,18,0068006a
1325045000,53,19,0033ff1b
1325055000,53,20,ff7aff94
1325065000,53,21,000cfff9
1325075000,53,22,00730058
1325085000,53,23,ff0b012d
1325095000,53,24,00fffef8
1325105000,53,25,0082001b
1325115000,53,26,ff7effad
1325125000,53,27,008e00eb
1325135000,53,28,ff0300a9
1325145000,53,29,00bffd28
1325155000,53,30,fe64023d
1325165000,53,31,016cfd6f
1330245000,54,0,003efeb0
1330255000,54,1,01050005
1330265000,54,2,ffc1ffee
1330275000,54,3,ff48ffd0
1330285000,54,4,00d4020f
1330295000,54,5,00a4fe09
1330305000,54,6,ff43005c
1330315000,54,7,001dff9f
1330325000,54,8,ff2200c6
1330335000,54,9,0147ffb3
1330345000,54,10,fec10069
1330355000,54,11,000e007a
1330365000,54,12,013dfe02
1330375000,54,13,fed70142
1330385000,54,14,00c70007
1330395000,54,15,005cff04
1330405000,54,16,fe78019a
1330415000,54,17,01f9feb9
1330425000,54,18,fe2302c8
1330435000,54,19,010cfcf2
1330445000,54,20,ff500143
1330455000,54,21,ffd8ff5d
1330465000,54,22,0115ff12
1330475000,54,23,ff55024b
1330485000,54,24,0128ffb4
1330495000,54,25,fee3ff33
1330505000,54,26,00f3ff9d
1330515000,54,27,fef60134
1330525000,54,28,00afff38
1330535000,54,29,fef50024
1330545000,54,30,03b9fe1f
1330555000,54,31,fbea0292
1335635000,55,0,ffd3011a
1335645000,55,1,ffc80073
1335655000,55,2,ff5eff49
1335665000,55,3,00c80249
1335675000,55,4,ffa2fdf0
1335685000,55,5,00f30114
1335695000,55,6,0010ff3d
1335705000,55,7,fe21003d
1335715000,55,8,014affa6
1335725000,55,9,fffeffec
1335735000,55,10,ffb7fede
1335745000,55,11,013303c3
1335755000,55,12,fda9fc51
1335765000,55,13,02b801a1
1335775000,55,14,fd8dfdbf
1335785000,55,15,013f02cd
1335795000,55,16,ffc5ff1e
1335805000,55,17,003cfef3
1335815000,55,18,ff3c0249
1335825000,55,19,0030ff33
1335835000,55,20,ffecfe18
1335845000,55,21,ffb3008c
1335855000,55,22,00580207
1335865000,55,23,fff9fd59
1335875000,55,24,0102025e
1335885000,55,25,fee60056
1335895000,55,26,ffc3ffd0
1335905000,55,27,019dfe51
1335915000,55,28,fecd0143
1335925000,55,29,00cafe57
1335935000,55,30,fe6f0315
1335945000,55,31,016ffc9d
1341025000,56,0,ff7d0104
1341035000,56,1,019a004b
1341045000,56,2,fea2ff48
1341055000,56,3,00a9ffed
1341065000,56,4,fdce003b
1341075000,56,5,0570008e
1341085000,56,6,fb8bff99
1341095000,56,7,015000f8
1341105000,56,8,ff78fe90
